"Exp","Site","Hole","Core","Type","Sect","Offset (cm)","Depth CSF-A (m)","Depth CSF-B (m)","NGR total counts (cps)","Error (cps)","Relative Error","Timestamp (UTC)","Instrument","Text ID","Test No.","Sample comments","Test comments","Result comments"
"349","U1431","D","18","H","6","110.0","160.970","160.909","56.443","0.452","0.008","2014-02-03 00:28:41","NGR System","SECT5320871","55737281","","",""
"349","U1431","D","18","H","6","120.0","161.070","161.008","55.905","1.172","0.021","2014-02-03 00:28:41","NGR System","SECT5320871","55737281","","",""
"349","U1431","D","18","H","6","130.0","161.170","161.107","55.732","3.089","0.055","2014-02-03 00:28:41","NGR System","SECT5320871","55737281","","",""
"349","U1431","D","18","H","7","0.0","161.180","161.117","58.760","3.434","0.058","2014-02-03 00:41:54","NGR System","SECT5320901","55737501","","",""
"349","U1431","D","18","H","7","10.0","161.280","161.216","55.713","1.074","0.019","2014-02-03 00:41:54","NGR System","SECT5320901","55737501","","",""
"349","U1431","D","18","H","7","20.0","161.380","161.315","56.709","0.448","0.008","2014-02-03 00:41:54","NGR System","SECT5320901","55737501","","",""
"349","U1431","D","18","H","7","30.0","161.480","161.415","55.289","0.443","0.008","2014-02-03 00:41:54","NGR System","SECT5320901","55737501","","",""
"349","U1431","D","18","H","7","40.0","161.580","161.514","55.591","0.450","0.008","2014-02-03 00:41:54","NGR System","SECT5320901","55737501","","",""
"349","U1431","D","18","H","7","50.0","161.680","161.613","53.533","0.700","0.013","2014-02-03 00:41:54","NGR System","SECT5320901","55737501","","",""
"349","U1431","D","18","H","7","60.0","161.780","161.712","52.056","0.788","0.015","2014-02-03 00:41:54","NGR System","SECT5320901","55737501","","",""
"349","U1431","D","19","H","1","0.0","162.000","162.000","56.929","3.330","0.058","2014-02-03 00:54:37","NGR System","SECT5321831","55746741","","",""
"349","U1431","D","19","H","1","10.0","162.100","162.100","56.465","1.086","0.019","2014-02-03 00:54:37","NGR System","SECT5321831","55746741","","",""
"349","U1431","D","19","H","1","20.0","162.200","162.200","46.039","0.406","0.009","2014-02-03 00:54:37","NGR System","SECT5321831","55746741","","",""
"349","U1431","D","19","H","1","30.0","162.300","162.300","41.182","0.386","0.009","2014-02-03 00:54:37","NGR System","SECT5321831","55746741","","",""
"349","U1431","D","19","H","1","40.0","162.400","162.400","38.838","0.383","0.010","2014-02-03 00:54:37","NGR System","SECT5321831","55746741","","",""
"349","U1431","D","19","H","1","50.0","162.500","162.500","39.638","0.386","0.010","2014-02-03 00:54:37","NGR System","SECT5321831","55746741","","",""
"349","U1431","D","19","H","1","60.0","162.600","162.600","39.594","0.386","0.010","2014-02-03 00:54:37","NGR System","SECT5321831","55746741","","",""
"349","U1431","D","19","H","1","70.0","162.700","162.700","42.961","0.400","0.009","2014-02-03 00:54:37","NGR System","SECT5321831","55746741","","",""
"349","U1431","D","19","H","1","80.0","162.800","162.800","44.229","0.405","0.009","2014-02-03 00:54:37","NGR System","SECT5321831","55746741","","",""
"349","U1431","D","19","H","1","90.0","162.900","162.900","54.296","0.445","0.008","2014-02-03 00:54:37","NGR System","SECT5321831","55746741","","",""
"349","U1431","D","19","H","1","100.0","163.000","163.000","61.796","0.471","0.008","2014-02-03 00:54:37","NGR System","SECT5321831","55746741","","",""
"349","U1431","D","19","H","1","110.0","163.100","163.100","65.580","0.485","0.007","2014-02-03 00:54:37","NGR System","SECT5321831","55746741","","",""
"349","U1431","D","19","H","1","120.0","163.200","163.200","64.209","0.474","0.007","2014-02-03 00:54:37","NGR System","SECT5321831","55746741","","",""
"349","U1431","D","19","H","1","130.0","163.300","163.300","65.156","0.477","0.007","2014-02-03 00:54:37","NGR System","SECT5321831","55746741","","",""
"349","U1431","D","19","H","1","140.0","163.400","163.400","59.677","1.247","0.021","2014-02-03 00:54:37","NGR System","SECT5321831","55746741","","",""
"349","U1431","D","19","H","1","150.0","163.500","163.500","56.665","3.143","0.055","2014-02-03 00:54:37","NGR System","SECT5321831","55746741","","",""
"349","U1431","D","19","H","2","0.0","163.500","163.500","67.960","3.959","0.058","2014-02-03 01:06:26","NGR System","SECT5321861","55746821","","",""
"349","U1431","D","19","H","2","10.0","163.600","163.600","66.927","1.266","0.019","2014-02-03 01:06:26","NGR System","SECT5321861","55746821","","",""
"349","U1431","D","19","H","2","20.0","163.700","163.700","66.366","0.483","0.007","2014-02-03 01:06:26","NGR System","SECT5321861","55746821","","",""
"349","U1431","D","19","H","2","30.0","163.800","163.800","67.869","0.488","0.007","2014-02-03 01:06:26","NGR System","SECT5321861","55746821","","",""
"349","U1431","D","19","H","2","40.0","163.900","163.900","66.527","0.489","0.007","2014-02-03 01:06:26","NGR System","SECT5321861","55746821","","",""
"349","U1431","D","19","H","2","50.0","164.000","164.000","65.594","0.486","0.007","2014-02-03 01:06:26","NGR System","SECT5321861","55746821","","",""
"349","U1431","D","19","H","2","60.0","164.100","164.100","66.094","0.487","0.007","2014-02-03 01:06:26","NGR System","SECT5321861","55746821","","",""
"349","U1431","D","19","H","2","70.0","164.200","164.200","64.764","0.482","0.007","2014-02-03 01:06:26","NGR System","SECT5321861","55746821","","",""
"349","U1431","D","19","H","2","80.0","164.300","164.300","64.386","0.481","0.007","2014-02-03 01:06:26","NGR System","SECT5321861","55746821","","",""
"349","U1431","D","19","H","2","90.0","164.400","164.400","63.989","0.480","0.007","2014-02-03 01:06:26","NGR System","SECT5321861","55746821","","",""
"349","U1431","D","19","H","2","100.0","164.500","164.500","64.606","0.481","0.007","2014-02-03 01:06:26","NGR System","SECT5321861","55746821","","",""
"349","U1431","D","19","H","2","110.0","164.600","164.600","63.030","0.476","0.008","2014-02-03 01:06:26","NGR System","SECT5321861","55746821","","",""
"349","U1431","D","19","H","2","120.0","164.700","164.700","60.022","0.459","0.008","2014-02-03 01:06:26","NGR System","SECT5321861","55746821","","",""
"349","U1431","D","19","H","2","130.0","164.800","164.800","60.102","0.459","0.008","2014-02-03 01:06:26","NGR System","SECT5321861","55746821","","",""
"349","U1431","D","19","H","2","140.0","164.900","164.900","55.044","1.158","0.021","2014-02-03 01:06:26","NGR System","SECT5321861","55746821","","",""
"349","U1431","D","19","H","2","150.0","165.000","165.000","48.479","2.701","0.056","2014-02-03 01:06:26","NGR System","SECT5321861","55746821","","",""
"349","U1431","D","19","H","3","0.0","165.000","165.000","44.234","2.607","0.059","2014-02-03 01:31:16","NGR System","SECT5321891","55748281","","",""
"349","U1431","D","19","H","3","10.0","165.100","165.100","42.386","0.845","0.020","2014-02-03 01:31:16","NGR System","SECT5321891","55748281","","",""
"349","U1431","D","19","H","3","20.0","165.200","165.200","43.322","0.395","0.009","2014-02-03 01:31:16","NGR System","SECT5321891","55748281","","",""
"349","U1431","D","19","H","3","30.0","165.300","165.300","45.839","0.406","0.009","2014-02-03 01:31:16","NGR System","SECT5321891","55748281","","",""
"349","U1431","D","19","H","3","40.0","165.400","165.400","53.234","0.441","0.008","2014-02-03 01:31:16","NGR System","SECT5321891","55748281","","",""
"349","U1431","D","19","H","3","50.0","165.500","165.500","60.534","0.468","0.008","2014-02-03 01:31:16","NGR System","SECT5321891","55748281","","",""
"349","U1431","D","19","H","3","60.0","165.600","165.600","63.468","0.478","0.008","2014-02-03 01:31:16","NGR System","SECT5321891","55748281","","",""
"349","U1431","D","19","H","3","70.0","165.700","165.700","64.491","0.482","0.007","2014-02-03 01:31:16","NGR System","SECT5321891","55748281","","",""
"349","U1431","D","19","H","3","80.0","165.800","165.800","66.369","0.488","0.007","2014-02-03 01:31:16","NGR System","SECT5321891","55748281","","",""
"349","U1431","D","19","H","3","90.0","165.900","165.900","62.982","0.476","0.008","2014-02-03 01:31:16","NGR System","SECT5321891","55748281","","",""
"349","U1431","D","19","H","3","100.0","166.000","166.000","57.486","0.456","0.008","2014-02-03 01:31:16","NGR System","SECT5321891","55748281","","",""
"349","U1431","D","19","H","3","110.0","166.100","166.100","56.783","0.453","0.008","2014-02-03 01:31:16","NGR System","SECT5321891","55748281","","",""
"349","U1431","D","19","H","3","120.0","166.200","166.200","60.628","0.722","0.012","2014-02-03 01:31:16","NGR System","SECT5321891","55748281","","",""
"349","U1431","D","19","H","3","130.0","166.300","166.300","64.325","1.127","0.018","2014-02-03 01:31:16","NGR System","SECT5321891","55748281","","",""
"349","U1431","D","19","H","4","0.0","166.500","166.500","63.607","3.710","0.058","2014-02-03 01:46:20","NGR System","SECT5321921","55749031","","",""
"349","U1431","D","19","H","4","10.0","166.600","166.600","62.701","1.193","0.019","2014-02-03 01:46:20","NGR System","SECT5321921","55749031","","",""
"349","U1431","D","19","H","4","20.0","166.700","166.700","63.699","0.473","0.007","2014-02-03 01:46:20","NGR System","SECT5321921","55749031","","",""
"349","U1431","D","19","H","4","30.0","166.800","166.800","61.653","0.466","0.008","2014-02-03 01:46:20","NGR System","SECT5321921","55749031","","",""
"349","U1431","D","19","H","4","40.0","166.900","166.900","57.447","0.457","0.008","2014-02-03 01:46:20","NGR System","SECT5321921","55749031","","",""
"349","U1431","D","19","H","4","50.0","167.000","167.000","59.884","0.465","0.008","2014-02-03 01:46:20","NGR System","SECT5321921","55749031","","",""
"349","U1431","D","19","H","4","60.0","167.100","167.100","59.544","0.464","0.008","2014-02-03 01:46:20","NGR System","SECT5321921","55749031","","",""
"349","U1431","D","19","H","4","70.0","167.200","167.200","59.254","0.463","0.008","2014-02-03 01:46:20","NGR System","SECT5321921","55749031","","",""
"349","U1431","D","19","H","4","80.0","167.300","167.300","60.352","0.467","0.008","2014-02-03 01:46:20","NGR System","SECT5321921","55749031","","",""
"349","U1431","D","19","H","4","90.0","167.400","167.400","59.306","0.463","0.008","2014-02-03 01:46:20","NGR System","SECT5321921","55749031","","",""
"349","U1431","D","19","H","4","100.0","167.500","167.500","59.746","0.464","0.008","2014-02-03 01:46:20","NGR System","SECT5321921","55749031","","",""
"349","U1431","D","19","H","4","110.0","167.600","167.600","59.453","0.463","0.008","2014-02-03 01:46:20","NGR System","SECT5321921","55749031","","",""
"349","U1431","D","19","H","4","120.0","167.700","167.700","59.662","0.458","0.008","2014-02-03 01:46:20","NGR System","SECT5321921","55749031","","",""
"349","U1431","D","19","H","4","130.0","167.800","167.800","58.476","0.453","0.008","2014-02-03 01:46:20","NGR System","SECT5321921","55749031","","",""
"349","U1431","D","19","H","4","140.0","167.900","167.900","55.658","1.073","0.019","2014-02-03 01:46:20","NGR System","SECT5321921","55749031","","",""
"349","U1431","D","19","H","5","0.0","168.000","168.000","58.411","3.414","0.058","2014-02-03 01:58:39","NGR System","SECT5321951","55749541","","",""
"349","U1431","D","19","H","5","10.0","168.100","168.100","56.575","1.088","0.019","2014-02-03 01:58:39","NGR System","SECT5321951","55749541","","",""
"349","U1431","D","19","H","5","20.0","168.200","168.200","56.873","0.449","0.008","2014-02-03 01:58:39","NGR System","SECT5321951","55749541","","",""
"349","U1431","D","19","H","5","30.0","168.300","168.300","55.022","0.442","0.008","2014-02-03 01:58:39","NGR System","SECT5321951","55749541","","",""
"349","U1431","D","19","H","5","40.0","168.400","168.400","47.341","0.418","0.009","2014-02-03 01:58:39","NGR System","SECT5321951","55749541","","",""
"349","U1431","D","19","H","5","50.0","168.500","168.500","45.073","0.892","0.020","2014-02-03 01:58:39","NGR System","SECT5321951","55749541","","",""
"349","U1431","D","19","H","5","60.0","168.600","168.600","74.217","4.316","0.058","2014-02-03 01:58:39","NGR System","SECT5321951","55749541","","",""
"349","U1431","D","20","X","1","0.0","168.900","168.900","43.348","2.556","0.059","2014-02-03 02:11:52","NGR System","SECT5322931","55749811","","",""
"349","U1431","D","20","X","1","10.0","169.000","169.000","46.768","0.920","0.020","2014-02-03 02:11:52","NGR System","SECT5322931","55749811","","",""
"349","U1431","D","20","X","1","20.0","169.100","169.100","47.986","0.414","0.009","2014-02-03 02:11:52","NGR System","SECT5322931","55749811","","",""
"349","U1431","D","20","X","1","30.0","169.200","169.200","46.612","0.409","0.009","2014-02-03 02:11:52","NGR System","SECT5322931","55749811","","",""
"349","U1431","D","20","X","1","40.0","169.300","169.300","47.037","0.417","0.009","2014-02-03 02:11:52","NGR System","SECT5322931","55749811","","",""
"349","U1431","D","20","X","1","50.0","169.400","169.400","47.351","0.418","0.009","2014-02-03 02:11:52","NGR System","SECT5322931","55749811","","",""
"349","U1431","D","20","X","1","60.0","169.500","169.500","48.188","0.421","0.009","2014-02-03 02:11:52","NGR System","SECT5322931","55749811","","",""
"349","U1431","D","20","X","1","70.0","169.600","169.600","50.181","0.429","0.009","2014-02-03 02:11:52","NGR System","SECT5322931","55749811","","",""
"349","U1431","D","20","X","1","80.0","169.700","169.700","51.696","0.435","0.008","2014-02-03 02:11:52","NGR System","SECT5322931","55749811","","",""
"349","U1431","D","20","X","1","90.0","169.800","169.800","50.906","0.432","0.008","2014-02-03 02:11:52","NGR System","SECT5322931","55749811","","",""
"349","U1431","D","20","X","1","100.0","169.900","169.900","49.790","0.427","0.009","2014-02-03 02:11:52","NGR System","SECT5322931","55749811","","",""
"349","U1431","D","20","X","1","110.0","170.000","170.000","48.296","0.421","0.009","2014-02-03 02:11:52","NGR System","SECT5322931","55749811","","",""
"349","U1431","D","20","X","1","120.0","170.100","170.100","49.319","0.418","0.008","2014-02-03 02:11:52","NGR System","SECT5322931","55749811","","",""
"349","U1431","D","20","X","1","130.0","170.200","170.200","50.552","0.423","0.008","2014-02-03 02:11:52","NGR System","SECT5322931","55749811","","",""
"349","U1431","D","20","X","1","140.0","170.300","170.300","51.778","1.095","0.021","2014-02-03 02:11:52","NGR System","SECT5322931","55749811","","",""
"349","U1431","D","20","X","1","150.0","170.400","170.400","51.352","2.856","0.056","2014-02-03 02:11:52","NGR System","SECT5322931","55749811","","",""
"349","U1431","D","20","X","2","0.0","170.400","170.400","58.244","3.405","0.058","2014-02-03 02:23:41","NGR System","SECT5322961","55750271","","",""
"349","U1431","D","20","X","2","10.0","170.500","170.500","53.136","1.029","0.019","2014-02-03 02:23:41","NGR System","SECT5322961","55750271","","",""
"349","U1431","D","20","X","2","20.0","170.600","170.600","45.083","0.402","0.009","2014-02-03 02:23:41","NGR System","SECT5322961","55750271","","",""
"349","U1431","D","20","X","2","30.0","170.700","170.700","36.919","0.367","0.010","2014-02-03 02:23:41","NGR System","SECT5322961","55750271","","",""
"349","U1431","D","20","X","2","40.0","170.800","170.800","36.061","0.371","0.010","2014-02-03 02:23:41","NGR System","SECT5322961","55750271","","",""
